traffic,rain,pop,dist,is_neg,deficit
1.86,92,15000,6.69,0,13
3.31,81,5000,14.58,0,13
3.66,46,25000,25.99,1,31
1.21,37,25000,15.62,1,21
0.73,69,25000,20.82,1,23
3.57,75,15000,18.05,1,25
1.86,52,5000,25.43,1,20
2.4,77,25000,9.25,1,23
3.89,43,5000,17.69,0,15
0.73,73,5000,4.57,0,3
2.77,53,15000,21.02,0,22
0.76,19,25000,22.23,0,13
1.81,78,5000,2.24,0,6
3.31,30,15000,20.6,1,23
2.02,6,15000,13.03,1,14
3.99,57,15000,4.6,0,9
2.46,9,25000,13.18,1,21
1.62,9,25000,6.63,0,12
1.27,38,15000,13.05,1,17
1.73,27,25000,12.15,0,14
1.8,29,25000,22.41,0,17
0.74,36,5000,23.45,0,4
1.79,66,15000,18.6,1,19
2.12,42,15000,1.66,1,15
3.03,78,25000,28.0,0,26
2.8,84,15000,20.9,1,26
2.98,51,15000,1.99,0,9
0.53,55,15000,24.75,0,10
1.26,75,25000,6.81,1,21
2.82,67,25000,17.8,0,22
2.19,8,25000,14.53,0,17
0.52,91,5000,13.18,0,12
3.32,22,15000,26.8,1,28
3.2,62,5000,13.68,0,9
2.42,60,25000,3.18,0,12
0.73,39,5000,28.45,0,7
3.18,43,15000,27.7,0,20
2.54,85,15000,20.85,1,25
3.24,23,25000,14.57,0,19
3.13,50,25000,3.69,0,13
3.31,57,5000,23.93,1,25
2.31,89,25000,3.19,1,24
0.99,93,5000,2.99,1,9
2.85,32,15000,16.58,1,18
2.67,15,15000,5.64,1,17
3.1,21,15000,1.22,1,15
1.09,56,15000,13.27,0,12
1.18,61,15000,4.98,0,10
3.62,81,5000,5.65,1,15
3.12,70,15000,3.23,0,12
3.68,89,5000,6.95,1,17
3.16,71,15000,21.75,0,22
2.59,69,5000,24.46,1,20
2.79,29,5000,14.12,1,15
3.61,22,5000,15.69,0,13
2.53,31,25000,1.95,1,19
2.71,85,5000,3.01,0,9
1.05,56,5000,8.47,1,13
2.16,8,15000,16.77,1,17
3.01,30,5000,22.45,0,12
1.45,70,5000,18.55,1,14
1.21,8,25000,12.37,0,10
1.6,12,15000,4.43,0,4
1.35,57,25000,23.64,0,20
1.25,2,25000,11.55,0,8
1.99,34,25000,22.35,0,22
3.68,96,5000,15.88,1,21
2.27,20,25000,22.42,1,24
1.16,63,25000,27.31,0,15
0.77,94,15000,27.71,1,21
2.94,51,15000,16.52,0,15
1.84,33,15000,15.83,1,18
3.38,95,15000,8.7,0,14
2.81,34,25000,28.14,1,31
3.29,14,15000,14.28,0,12
1.45,95,5000,4.7,1,14
2.92,5,25000,13.55,0,17
1.42,84,15000,4.68,0,14
3.79,96,25000,15.57,1,31
2.73,31,15000,17.28,0,15
1.64,51,25000,10.79,0,15
1.44,82,15000,3.08,1,17
1.17,96,5000,28.36,1,19
2.93,27,15000,23.43,0,16
1.27,94,25000,25.33,0,21
2.58,84,25000,11.64,0,17
1.43,97,5000,23.06,0,13
2.82,63,25000,15.08,1,27
3.35,78,5000,6.83,0,8
3.22,77,25000,4.61,0,13
3.16,18,25000,11.01,1,22
1.16,14,5000,4.99,1,4
0.81,5,25000,29.95,0,14
2.95,72,25000,2.43,1,18
1.79,83,5000,13.79,1,22
2.01,97,15000,14.11,1,23
0.61,37,5000,9.72,0,5
1.41,25,25000,17.57,0,18
0.62,81,15000,5.35,0,12
3.58,91,15000,23.73,1,27
1.35,50,15000,10.64,0,9
2.45,72,5000,18.15,0,14
0.64,95,15000,21.75,0,11
2.83,52,15000,26.78,1,27
1.63,55,15000,25.24,0,16
3.64,58,25000,18.64,0,23
3.61,69,5000,12.26,0,12
1.64,77,5000,15.59,0,11
3.65,91,25000,23.29,1,35
3.99,57,15000,26.45,0,26
3.39,87,25000,4.01,0,16
3.46,12,25000,12.16,1,24
1.37,42,15000,23.51,1,15
2.52,75,15000,13.52,1,24
0.74,50,5000,10.63,1,11
0.83,18,15000,12.93,1,13
4.0,20,25000,18.48,0,23
1.64,90,25000,29.99,1,29
3.12,82,15000,15.3,1,21
3.32,23,5000,7.05,1,13
3.5,25,25000,5.72,0,14
3.99,44,15000,2.23,0,9
1.35,27,5000,17.21,0,10
0.64,81,5000,16.79,1,14
1.94,99,25000,6.95,0,17
0.96,28,25000,21.16,1,19
0.58,16,5000,22.49,1,9
1.76,67,5000,8.51,0,8
3.24,43,5000,10.98,0,9
2.48,60,15000,29.72,0,20
1.59,92,25000,11.85,1,24
2.79,67,5000,23.06,0,15
1.31,73,25000,14.13,0,17
0.55,24,25000,24.01,0,13
3.18,94,25000,23.3,0,27
2.68,66,5000,20.36,0,19
3.17,1,15000,25.79,1,27
0.64,88,5000,28.24,1,14
3.43,48,25000,17.82,0,24
2.67,69,5000,7.89,1,13
2.47,25,5000,12.56,1,13
2.69,71,25000,22.99,1,30
3.53,98,25000,19.88,0,27
2.55,26,5000,6.16,1,13
2.53,88,5000,2.49,0,6
3.97,17,5000,20.81,1,20
3.15,53,5000,8.28,0,9
2.05,0,15000,15.49,1,16
2.98,60,5000,22.66,1,23
1.86,2,15000,17.32,0,10
1.3,67,25000,3.42,0,13
2.59,40,15000,6.38,1,13
3.75,36,25000,7.36,0,18
3.75,50,15000,8.48,0,14
1.7,14,25000,17.4,0,11
2.35,7,5000,15.62,0,9
1.24,37,15000,6.89,1,14
3.98,82,15000,2.96,0,13
3.93,55,25000,5.97,1,22
2.77,46,25000,29.55,1,29
3.32,89,15000,14.59,0,21
3.0,9,25000,26.15,0,25
2.58,77,5000,25.61,0,15
0.69,48,15000,15.83,0,11
2.09,40,5000,21.49,1,16
2.86,82,15000,6.59,1,16
2.87,29,5000,20.96,0,15
1.81,4,15000,8.9,1,13
3.8,94,25000,25.13,0,32
1.09,70,15000,3.43,1,17
2.25,82,5000,23.42,1,21
2.92,30,15000,3.9,1,15
2.94,51,5000,26.55,0,18
2.77,87,5000,9.82,0,9
1.46,97,5000,19.98,1,20
1.05,22,25000,15.14,0,14
2.73,47,15000,11.62,0,16
2.6,39,5000,19.72,1,17
1.13,5,25000,28.48,0,15
2.97,37,5000,2.2,0,5
2.09,40,15000,27.65,1,24
2.84,99,25000,18.66,1,33
3.43,26,5000,24.41,1,21
1.09,74,5000,12.13,1,13
0.57,68,5000,14.68,0,7
3.23,56,15000,26.2,0,17
2.63,16,25000,13.03,1,21
2.95,70,25000,16.51,1,26
3.43,90,25000,1.59,0,21
3.31,46,5000,5.6,0,8
3.86,78,25000,19.61,0,26
2.38,12,5000,21.79,1,13
2.21,10,15000,17.9,1,18
1.91,89,25000,5.16,1,24
1.04,85,5000,13.92,1,19
2.5,91,25000,11.3,0,17
1.47,23,25000,15.37,1,17
3.72,92,15000,26.24,1,30
2.54,72,25000,23.5,0,21
2.57,3,15000,3.44,1,12
1.74,45,25000,26.82,0,21
0.68,17,25000,14.68,1,19
0.61,42,25000,22.57,0,12
1.98,79,25000,5.06,0,18
0.8,32,25000,20.45,0,18
2.62,92,25000,7.85,1,20
3.58,9,15000,13.71,1,22
3.59,72,15000,1.49,1,16
2.81,58,5000,5.4,1,11
1.24,30,25000,3.67,1,15
3.52,27,15000,7.95,1,17
3.6,59,25000,3.9,0,14
1.19,2,25000,21.07,1,20
3.08,54,15000,1.84,1,20
1.5,13,25000,18.91,0,14
3.31,57,15000,5.08,0,9
3.99,88,15000,28.41,1,33
0.61,14,5000,28.06,0,7
3.64,1,5000,7.54,1,12
2.68,23,5000,18.82,0,12
3.91,77,5000,1.81,1,13
2.13,63,25000,28.02,0,22
3.47,70,25000,16.17,0,25
0.72,99,5000,2.25,1,11
1.67,23,15000,10.93,1,14
0.73,26,15000,3.23,0,6
3.91,36,15000,12.4,0,16
3.36,93,15000,20.43,0,21
3.48,90,25000,14.63,0,24
3.78,38,15000,12.13,1,21
0.8,62,15000,4.46,0,9
1.85,78,5000,8.1,0,9
0.75,25,15000,3.9,1,17
1.24,64,25000,24.42,1,21
1.3,3,15000,4.92,1,11
2.14,28,15000,18.27,1,19
1.44,0,25000,10.94,1,22
0.85,49,5000,7.55,1,9
1.09,85,25000,19.54,0,17
1.02,10,5000,14.25,0,3
3.91,73,15000,12.6,0,18
3.16,58,5000,18.19,1,15
3.89,61,5000,15.25,1,18
2.04,80,5000,9.8,0,12
1.47,35,15000,17.21,0,12
3.29,55,5000,20.42,1,19
1.64,89,5000,1.77,1,13
1.55,20,15000,14.51,0,10
1.31,12,25000,2.67,0,12
0.95,8,25000,6.41,0,7
1.4,10,25000,17.25,0,12
1.74,74,15000,26.12,0,15
2.86,69,15000,26.6,1,28
0.72,0,25000,3.03,0,10
1.24,69,5000,13.15,0,11
3.33,76,25000,17.91,1,30
1.01,85,15000,5.27,0,10
1.7,55,5000,23.2,1,17
3.53,30,5000,22.58,1,24
1.04,85,15000,27.2,0,17
0.79,36,5000,1.25,0,4
2.2,46,25000,7.28,1,19
1.56,90,15000,24.99,1,18
2.47,77,15000,20.45,1,19
3.31,46,15000,26.94,0,23
0.98,68,15000,2.66,0,11
2.53,57,5000,18.31,0,10
2.27,35,15000,17.5,0,16
1.0,31,15000,2.03,0,7
2.68,97,5000,15.89,1,18
1.46,63,15000,18.68,0,16
2.21,70,5000,6.55,0,10
0.79,41,5000,8.93,1,11
2.11,47,15000,19.57,0,16
1.57,73,25000,14.58,0,18
3.38,80,15000,25.88,0,27
0.7,29,25000,10.93,1,18
1.97,20,5000,8.73,1,9
2.1,59,25000,29.56,0,24
3.04,12,15000,27.42,0,19
2.51,0,15000,1.84,0,7
2.84,64,25000,23.35,1,29
3.22,32,15000,4.2,1,12
3.52,37,25000,1.8,0,13
1.6,24,5000,8.94,0,5
2.38,25,25000,8.81,0,14
3.44,76,25000,24.76,0,26
3.96,58,25000,21.61,1,32
3.61,91,25000,29.47,1,37
1.8,32,5000,21.63,0,9
1.18,40,5000,13.13,1,15
2.21,29,5000,21.27,1,18
3.1,56,25000,29.98,0,27
2.22,48,5000,21.59,0,10
2.19,47,15000,23.09,0,17
3.43,71,5000,28.21,0,19
1.76,48,25000,4.3,1,19
3.51,46,15000,21.44,0,17
1.92,55,25000,25.67,0,21
1.65,64,15000,28.68,0,21
2.09,11,25000,7.12,0,12
3.17,68,25000,15.61,1,28
0.94,87,15000,20.74,0,16
1.19,5,5000,8.18,0,3
3.83,88,15000,18.41,1,22
1.11,64,15000,8.47,0,12
2.49,24,15000,10.67,0,11
2.53,0,15000,13.8,0,12
2.21,31,15000,16.35,1,19
2.76,2,25000,14.03,0,18
1.3,48,25000,15.3,0,15
2.43,18,5000,9.66,0,11
1.8,59,5000,5.61,1,14
2.82,28,15000,2.37,0,10
0.99,49,5000,6.68,0,5
2.5,1,5000,17.88,0,9
1.15,72,15000,23.8,1,16
1.48,55,25000,5.91,1,19
1.27,16,25000,4.15,0,14
1.14,59,5000,22.73,0,9
3.39,35,25000,9.85,1,21
1.5,60,25000,28.59,0,18
3.74,16,5000,21.72,1,20
3.89,48,15000,10.48,1,20
2.5,75,5000,9.4,1,14
1.0,59,5000,16.19,0,10
1.81,19,5000,3.3,1,10
3.29,49,15000,4.41,1,14
1.79,2,15000,6.1,0,11
0.8,42,15000,23.47,0,11
2.45,56,15000,15.9,0,16
3.46,49,5000,1.31,1,12
3.29,67,25000,20.53,1,30
1.11,80,5000,13.29,0,8
2.85,49,15000,15.81,1,22
1.27,36,25000,7.21,0,13
1.26,45,5000,17.0,0,8
3.56,41,25000,29.4,0,27
1.37,14,15000,3.13,0,7
1.42,32,25000,9.23,0,11
0.5,79,25000,8.05,1,21
3.55,10,15000,8.21,1,17
3.27,19,25000,11.98,0,21
2.7,23,5000,24.73,1,20
3.13,63,25000,27.47,1,31
1.03,79,5000,6.86,0,5
2.1,93,25000,16.75,1,26
1.73,97,25000,19.47,1,24
0.83,64,15000,16.13,0,10
2.2,87,15000,13.59,1,19
3.72,87,5000,6.57,1,15
0.64,72,15000,15.16,1,19
1.52,85,15000,12.64,1,15
1.23,75,15000,24.07,1,23
1.33,16,15000,23.14,0,11
3.68,88,15000,4.89,0,12
2.14,91,5000,3.57,0,9
2.13,60,5000,27.34,0,13
3.16,14,15000,16.53,0,12
1.04,93,15000,25.88,1,18
2.21,50,5000,2.69,1,13
2.0,26,25000,16.27,0,18
2.59,85,5000,16.64,0,12
4.0,73,25000,25.96,0,32
3.19,60,15000,3.83,1,17
1.89,57,15000,7.97,1,20
3.4,30,5000,12.79,1,14
1.1,90,15000,26.11,1,19
0.61,11,25000,28.23,1,18
1.22,45,25000,29.79,1,23
1.69,30,5000,28.82,0,13
2.29,31,25000,1.17,1,19
2.65,31,5000,2.38,0,3
3.69,98,5000,5.28,0,10
2.28,52,25000,11.12,1,22
2.25,60,25000,25.07,1,26
0.68,45,25000,26.89,1,21
0.62,84,25000,6.42,1,20
2.43,73,25000,18.97,1,25
2.03,79,25000,27.6,1,27
3.44,6,25000,14.45,1,25
1.06,3,15000,4.0,1,14
0.59,90,5000,14.28,0,10
2.07,51,5000,11.9,0,8
1.33,88,25000,17.75,1,22
0.67,30,5000,13.72,0,4
3.04,74,25000,1.5,1,22
0.89,83,15000,29.83,0,11
2.63,35,5000,16.76,0,13
1.48,53,5000,14.74,1,12
1.11,53,15000,28.68,1,21
1.83,16,15000,5.52,1,12
3.31,74,15000,6.49,0,12
1.87,29,5000,24.43,0,6
3.13,98,5000,8.56,1,21
0.94,21,15000,24.18,0,12
3.2,42,15000,8.87,1,20
1.33,26,15000,1.96,0,7
2.87,36,15000,15.99,1,19
2.48,45,15000,6.7,0,12
3.75,34,25000,22.98,1,28
1.86,3,15000,19.59,1,17
0.73,79,25000,27.78,1,20
0.57,79,5000,23.71,0,8
3.39,84,5000,6.24,1,12
2.34,25,25000,24.2,0,17
3.21,99,15000,19.61,1,25
1.32,18,5000,20.4,1,14
1.71,80,15000,25.14,1,21
0.61,44,15000,17.64,0,12
3.87,25,25000,14.51,0,23
2.84,21,5000,19.46,0,11
3.77,57,5000,9.64,1,13
1.43,62,25000,6.3,0,16
2.64,27,15000,18.88,1,18
2.87,64,15000,7.78,1,17
1.61,43,5000,3.32,1,8
3.47,99,25000,1.02,1,23
3.82,42,25000,18.64,1,30
3.6,36,15000,11.5,0,17
3.09,65,15000,22.82,0,19
1.47,16,25000,11.88,1,18
1.49,39,5000,15.09,1,12
3.87,37,15000,12.81,0,13
0.54,84,25000,19.87,1,25
3.01,60,25000,11.33,1,31
2.97,8,25000,28.95,1,28
2.68,76,5000,28.15,1,24
3.97,74,15000,25.59,0,25
1.59,60,15000,27.69,1,22
1.69,79,15000,14.03,0,16
0.78,15,5000,16.56,0,2
2.05,1,15000,22.52,0,12
1.41,71,15000,21.19,0,16
1.7,42,15000,26.83,1,22
3.42,41,15000,21.77,1,26
3.77,76,5000,29.94,1,30
1.15,56,25000,11.11,0,16
1.8,80,25000,25.16,0,23
3.75,87,15000,21.23,0,24
0.72,66,15000,21.05,1,17
0.82,29,15000,10.45,1,15
1.07,12,5000,23.78,1,12
2.58,18,15000,27.11,0,16
1.03,6,5000,7.34,0,3
3.89,8,15000,19.14,1,23
2.06,82,15000,12.37,0,11
2.26,53,25000,29.7,0,24
1.36,85,15000,14.89,1,21
2.15,81,5000,7.62,0,10
2.82,60,25000,12.07,0,20
3.13,86,5000,19.96,1,21
3.14,1,25000,3.21,0,11
2.52,49,5000,18.5,0,13
3.67,74,25000,28.01,0,27
3.36,30,5000,25.66,0,14
3.15,32,5000,2.96,1,12
0.69,77,15000,29.81,1,20
0.52,79,25000,21.26,0,17
1.24,10,25000,5.71,1,14
2.82,32,15000,1.36,1,14
1.94,6,5000,5.97,1,8
1.91,30,5000,25.31,0,12
3.6,47,25000,1.63,0,16
3.63,46,5000,7.76,1,16
3.68,77,25000,22.96,1,31
1.6,91,25000,18.0,1,23
2.92,52,5000,23.7,1,20
1.45,79,5000,22.64,0,9
1.17,18,5000,2.47,1,9
1.15,80,15000,26.88,0,13
1.7,89,25000,7.58,0,14
2.0,5,5000,17.05,0,8
3.41,48,15000,19.68,0,19
0.92,72,5000,5.89,0,10
3.07,49,25000,29.31,0,25
2.36,80,15000,15.16,0,12
1.51,94,25000,2.67,1,23
2.22,11,5000,28.18,0,14
1.55,22,5000,18.0,1,16
2.59,53,5000,21.28,1,22
2.02,68,15000,16.23,1,23
1.08,99,15000,25.21,1,19
0.91,58,15000,1.96,1,18
2.41,35,15000,8.78,0,10
3.66,2,5000,14.62,0,12
1.7,57,5000,3.22,1,12
3.07,87,5000,21.47,1,20
2.81,54,15000,12.42,1,22
3.76,56,15000,8.91,0,13
3.37,16,5000,1.1,1,13
2.48,38,5000,21.88,0,11
2.8,89,15000,25.18,0,19
3.64,67,25000,12.46,1,25
1.9,54,5000,17.36,0,13
1.64,44,5000,7.6,0,3
0.54,75,5000,19.04,0,9
3.39,0,15000,1.35,1,16
3.3,20,5000,15.17,1,16
0.87,82,5000,19.68,1,14
2.52,20,5000,27.63,1,20
2.12,51,5000,12.06,1,12
0.92,81,5000,23.19,1,21
3.93,42,25000,18.33,1,30
1.25,51,25000,27.88,1,21
0.74,66,5000,12.55,0,5
2.58,43,5000,10.25,1,14
3.09,31,5000,26.73,0,13
0.61,9,5000,2.43,0,0
2.81,63,15000,4.96,1,18
2.36,78,15000,3.39,0,13
0.86,68,15000,25.45,0,15
1.1,67,25000,1.31,1,19
2.49,27,5000,25.99,0,13
1.54,52,15000,14.09,1,18
3.78,50,5000,1.12,0,7
3.37,52,5000,12.65,0,8
3.94,3,25000,6.42,1,18
1.41,78,25000,19.11,0,17
3.89,16,15000,20.7,0,18
2.01,66,15000,15.14,1,20
1.72,73,25000,2.18,1,20
0.68,46,25000,20.03,0,16
0.68,55,5000,25.42,0,4
2.92,22,5000,21.89,1,15
2.1,17,15000,25.07,0,13
1.29,0,15000,6.81,1,15
2.65,34,25000,26.78,1,27
1.39,63,15000,10.34,1,17
2.52,57,5000,1.39,0,6
1.76,94,25000,25.46,0,22
3.38,58,5000,28.31,0,22
3.37,0,25000,20.01,1,28
2.17,2,25000,7.71,0,15
1.73,66,5000,8.3,1,13
1.77,36,15000,14.53,0,15
3.32,82,15000,27.04,1,30
1.65,28,15000,5.34,1,11
1.23,88,15000,24.95,0,20
0.8,32,5000,9.45,1,11
2.13,99,25000,24.45,0,24
2.19,60,5000,27.69,0,12
3.44,92,15000,13.4,0,22
1.27,89,15000,11.59,0,11
1.83,3,5000,24.26,0,8
3.33,13,25000,16.36,1,22
3.38,90,5000,20.85,0,18
1.85,32,5000,19.06,1,14
2.11,21,5000,5.43,0,2
1.56,47,25000,25.5,1,24
3.76,2,5000,6.68,1,12
0.92,86,5000,28.04,0,10
3.77,84,15000,8.27,1,17
2.89,22,5000,22.28,0,13
2.36,67,15000,9.26,0,10
0.61,20,15000,10.22,0,10
2.16,42,15000,9.99,1,16
1.93,94,25000,22.69,1,29
1.06,84,15000,17.15,1,19
2.8,25,5000,26.61,1,21
3.9,40,5000,9.91,0,12
2.47,98,15000,21.07,0,17
3.0,37,15000,22.84,1,22
0.74,87,5000,5.39,1,14
1.96,10,15000,12.62,0,8
0.91,28,25000,15.0,1,18
2.64,59,15000,11.31,0,10
3.78,66,25000,10.34,1,27
2.82,64,25000,20.91,1,26
0.77,60,25000,7.26,1,19
1.74,18,15000,21.57,0,10
2.43,45,25000,28.12,0,22
1.91,48,25000,17.39,1,23
3.42,21,15000,18.73,1,24
3.35,77,25000,3.0,1,19
2.64,56,15000,26.07,1,24
1.81,13,5000,9.28,1,14
1.39,43,25000,18.84,1,24
0.87,15,15000,29.39,1,15
1.74,96,5000,18.27,1,17
1.95,76,25000,22.02,0,24
2.87,11,25000,13.91,0,14
2.8,54,15000,2.75,0,6
0.75,50,5000,24.13,0,6
1.88,38,15000,2.01,1,14
1.14,32,25000,21.32,0,14
1.05,32,25000,1.66,0,14
3.4,28,25000,26.01,1,31
0.65,68,25000,5.57,0,13
1.97,69,5000,15.91,0,9
1.09,30,5000,18.32,0,5
3.58,79,15000,14.27,0,19
2.45,30,15000,10.88,0,11
1.31,88,15000,14.57,1,17
2.26,45,25000,10.03,1,24
3.06,96,15000,13.71,1,23
3.85,76,5000,11.41,0,10
1.27,51,15000,17.42,0,15
3.6,9,15000,7.9,0,12
3.77,87,5000,29.67,1,29
3.71,73,5000,15.53,0,14
2.72,40,25000,6.63,0,14
2.7,94,5000,14.83,0,12
1.91,76,5000,26.13,0,13
3.13,2,15000,1.63,1,12
2.36,58,5000,20.71,1,18
2.87,51,25000,16.89,0,19
2.0,33,15000,5.92,1,16
3.06,48,25000,24.71,1,30
3.39,27,5000,11.7,1,14
1.01,82,25000,9.52,0,15
3.42,86,25000,25.02,1,34
2.39,95,5000,19.52,1,15
3.46,12,5000,27.05,0,18
2.01,96,15000,19.27,1,20
1.83,97,15000,22.48,1,22
3.7,96,15000,25.26,1,25
1.38,68,5000,2.59,0,7
3.45,66,25000,23.51,0,24
2.19,60,25000,18.8,1,24
2.3,59,15000,3.02,0,10
1.58,70,15000,15.75,0,9
2.51,23,5000,3.39,0,5
1.64,62,25000,22.34,1,26
0.64,85,15000,16.85,1,18
1.45,60,5000,28.65,0,10
0.52,22,15000,6.31,1,14
3.92,29,5000,18.57,0,14
3.88,59,25000,7.14,0,19
1.88,17,5000,18.81,1,17
3.05,95,15000,21.96,0,20
1.71,55,15000,21.95,0,15
2.85,52,25000,24.64,0,22
3.32,6,25000,25.75,0,24
3.81,96,15000,3.24,1,20
1.9,68,15000,10.95,0,12
3.24,91,15000,20.93,1,28
1.43,71,25000,15.46,0,17
3.97,78,15000,6.53,1,20
0.59,51,25000,17.03,0,12
2.61,3,15000,12.82,0,12
2.81,33,5000,12.31,1,14
2.91,68,5000,24.48,1,24
0.92,32,15000,12.82,0,8
3.78,68,5000,1.77,0,7
1.13,37,25000,2.68,0,12
2.68,97,5000,25.83,0,18
1.28,25,5000,28.86,0,9
1.58,0,25000,20.96,1,19
2.41,3,5000,11.57,1,15
1.96,38,5000,28.22,0,10
1.06,53,15000,20.22,1,19
1.1,89,25000,25.49,1,21
1.96,32,25000,23.21,0,18
3.15,32,15000,12.0,1,22
3.64,71,15000,14.88,0,17
0.79,19,5000,6.4,1,10
1.88,15,5000,9.47,1,15
0.85,20,5000,23.57,1,12
0.56,44,15000,26.93,1,17
2.82,89,25000,22.01,1,31
2.61,86,5000,14.49,0,9
1.07,81,15000,3.51,1,16
1.32,61,25000,2.65,0,14
0.58,30,15000,11.86,1,11
3.42,41,5000,14.45,1,20
3.91,11,15000,18.66,1,25
0.97,64,15000,1.19,0,11
1.31,72,15000,29.7,1,24
3.54,2,15000,11.55,1,20
3.74,89,25000,25.59,0,28
1.97,8,5000,16.51,0,4
0.68,50,25000,4.78,0,12
0.64,15,15000,24.13,1,14
2.51,87,15000,21.58,1,26
1.88,77,5000,16.3,1,17
0.6,2,5000,15.92,1,6
2.54,97,25000,3.54,0,18
0.54,96,25000,20.02,0,19
3.26,23,5000,27.43,1,26
1.57,72,25000,3.7,0,12
0.64,12,15000,8.64,0,8
2.56,1,15000,27.17,0,14
1.89,70,5000,9.25,1,18
3.91,20,25000,19.96,0,23
2.4,18,15000,16.51,1,18
1.46,88,5000,18.29,1,15
2.98,46,25000,13.06,1,25
1.45,21,15000,9.7,0,10
3.66,74,25000,2.41,0,12
1.81,32,25000,22.58,0,21
2.42,31,25000,22.64,0,21
0.68,63,5000,20.45,1,16
1.99,84,15000,19.67,1,25
3.41,38,5000,8.07,1,14
3.32,83,15000,1.65,0,13
1.29,71,15000,24.45,0,13
1.29,41,5000,15.24,0,6
3.36,8,5000,9.9,1,17
3.76,24,15000,3.96,1,14
0.83,88,15000,2.82,0,11
2.08,96,15000,11.12,1,18
1.68,1,25000,24.34,1,21
3.55,18,15000,27.64,0,21
0.79,19,5000,27.01,0,9
1.24,92,5000,27.68,1,19
3.13,69,5000,27.32,0,20
0.68,16,15000,16.29,1,11
2.22,88,15000,7.36,0,13
2.05,67,25000,24.14,1,26
1.67,93,25000,7.2,0,17
1.88,83,5000,8.75,0,13
2.35,2,25000,7.76,0,8
1.06,86,25000,15.93,1,24
2.5,50,5000,10.33,1,19
3.32,81,15000,5.47,0,12
3.16,25,25000,14.14,1,24
1.04,55,15000,26.34,1,20
1.02,99,5000,17.55,0,5
1.44,63,5000,26.47,0,11
1.76,7,25000,6.68,0,11
1.93,80,5000,5.84,1,18
2.88,94,5000,17.69,0,14
0.7,36,5000,14.44,1,10
0.62,96,25000,20.15,1,24
1.87,26,25000,24.04,1,25
2.94,44,25000,22.79,0,24
1.18,3,5000,28.33,0,11
2.75,85,15000,12.55,1,20
1.41,89,5000,6.99,1,17
3.6,95,25000,16.98,0,28
3.63,87,15000,4.21,0,11
1.54,98,15000,9.38,0,12
1.3,36,25000,7.03,0,13
1.94,95,15000,12.5,0,14
1.34,70,15000,4.23,0,14
2.85,32,25000,1.92,0,11
3.39,30,15000,20.05,0,18
2.86,54,15000,18.7,0,15
3.39,11,25000,21.54,1,28
1.89,10,15000,20.15,0,16
1.05,87,15000,4.31,0,15
3.08,71,15000,9.44,1,21
1.76,31,15000,4.76,0,10
2.85,56,25000,25.45,0,25
1.45,37,5000,22.66,1,14
0.78,59,5000,6.84,0,10
3.97,85,15000,10.9,1,25
1.05,97,25000,29.03,1,26
3.96,18,25000,18.23,0,21
3.92,83,15000,24.23,1,30
3.28,55,5000,8.67,1,16
2.81,13,15000,7.09,1,16
2.52,32,25000,23.73,1,29
3.53,9,25000,20.89,0,22
1.51,79,5000,20.75,1,15
2.14,63,25000,17.03,1,22
2.67,63,25000,17.34,0,22
1.94,61,25000,22.34,1,23
2.0,67,5000,8.83,0,7
1.66,90,25000,11.23,1,22
2.47,91,15000,26.28,0,18
3.48,42,5000,9.96,1,16
1.21,79,15000,16.84,0,13
3.77,58,15000,21.38,1,26
2.91,51,5000,30.0,0,22
3.38,96,15000,13.62,0,13
2.45,18,5000,13.41,0,6
3.23,20,15000,25.44,0,18
0.56,21,5000,24.36,0,2
3.36,8,25000,22.2,1,32
0.64,8,25000,14.43,1,22
3.61,72,15000,10.39,0,14
3.97,26,25000,18.65,0,25
1.53,16,5000,26.41,1,16
1.24,43,15000,26.63,1,22
3.18,44,25000,4.15,0,14
1.39,7,25000,13.42,1,20
3.53,79,15000,14.48,0,20
0.86,17,25000,29.35,0,17
0.94,32,25000,20.66,0,15
3.93,0,15000,12.81,1,18
2.86,75,25000,1.76,0,13
3.46,5,25000,17.4,1,22
1.64,40,25000,3.79,1,21
2.87,54,25000,25.2,1,30
2.58,4,15000,22.82,1,22
2.61,58,5000,14.35,0,10
2.89,79,5000,13.45,0,9
2.51,17,25000,27.02,1,28
2.0,48,25000,9.37,0,16
1.47,81,5000,8.22,1,12
3.19,64,25000,28.24,0,27
1.29,82,5000,24.47,0,10
2.92,53,15000,24.8,0,19
1.32,60,15000,6.66,0,8
2.69,7,15000,5.16,0,8
3.11,2,15000,1.75,0,10
1.27,24,15000,7.87,1,14
0.71,68,15000,23.45,0,11
0.96,54,5000,7.96,0,5
2.62,39,25000,22.14,0,20
3.47,82,5000,8.31,1,20
0.66,81,15000,12.46,0,14
3.07,49,25000,29.51,0,26
1.69,94,25000,8.1,0,15
2.17,32,15000,11.91,1,14
3.75,17,15000,9.73,0,11
1.66,56,15000,4.18,1,12
2.13,15,15000,15.21,1,19
0.55,79,15000,11.98,0,14
0.79,37,15000,21.15,0,10
1.41,40,25000,24.71,1,24
0.6,6,15000,16.78,1,12
2.71,77,15000,1.93,0,7
1.99,52,25000,18.95,0,18
2.42,62,5000,2.61,1,13
1.11,88,15000,18.87,1,23
1.54,31,25000,20.87,1,26
2.82,37,25000,6.74,1,20
3.88,21,5000,24.76,0,19
0.68,15,15000,27.42,1,16
